55,15,24,3
56,15,24,3
55,14,24,3
55,14,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,15,24,3
54,14,24,3
54,14,24,3
54,14,24,3
54,14,24,3
54,14,24,3
54,14,24,3
54,14,24,3
54,14,24,3
56,14,24,3
56,14,24,3
56,14,24,3
57,14,24,3
57,13,24,3
57,12,24,3
58,13,24,3
58,13,24,3
56,12,24,3
57,12,24,3
57,14,24,3
57,14,24,3
57,15,24,3
56,14,24,3
55,15,24,3
56,15,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,17,24,3
57,17,24,3
57,17,24,3
57,17,24,3
57,17,24,3
57,17,24,3
57,17,24,3
