55,14,24,3
55,14,24,3
55,14,24,3
55,14,24,3
54,14,24,3
54,14,24,3
54,14,24,3
54,14,24,3
54,14,24,3
54,14,24,3
54,14,24,3
54,14,24,3
53,14,24,3
54,13,24,3
55,13,24,3
55,12,24,3
55,12,24,3
54,13,24,3
53,13,24,3
53,13,24,3
53,12,24,3
53,10,24,3
53,10,24,3
53,10,24,3
53,10,24,3
53,10,24,3
53,10,24,3
53,13,24,3
53,13,24,3
53,13,24,3
53,12,24,3
53,12,24,3
53,12,24,3
53,12,24,3
53,12,24,3
52,11,24,3
51,13,24,3
50,14,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,15,24,3
51,16,24,3
50,17,24,3
49,17,24,3
49,17,24,3
49,17,24,3
49,17,24,3
49,17,24,3
49,17,24,3
49,17,24,3
49,17,24,3
