55,14,24,3
55,13,24,3
55,13,24,3
55,13,24,3
55,13,24,3
56,12,24,3
56,12,24,3
57,13,24,3
57,13,24,3
57,12,24,3
57,13,24,3
57,13,24,3
57,14,24,3
57,14,24,3
56,13,24,3
57,14,24,3
57,14,24,3
57,14,24,3
57,14,24,3
57,14,24,3
57,15,24,3
57,15,24,3
56,15,24,3
56,15,24,3
56,15,24,3
57,15,24,3
57,15,24,3
56,14,24,3
56,12,24,3
57,12,24,3
58,12,24,3
58,12,24,3
58,12,24,3
58,12,24,3
58,12,24,3
59,12,24,3
59,12,24,3
61,12,24,3
61,13,24,3
61,13,24,3
61,13,24,3
61,12,24,3
59,12,24,3
59,12,24,3
59,12,24,3
59,12,24,3
60,12,24,3
61,12,24,3
63,12,24,3
63,12,24,3
4,12,24,4
63,13,24,3
64,12,24,4
4,13,24,4
4,13,24,4
63,13,24,3
63,13,24,3
63,12,24,3
63,12,24,3
63,13,24,3
63,13,24,3
63,13,24,3
5,12,24,4
5,12,24,4
4,12,24,4
61,12,24,3
63,12,24,3
63,12,24,3
61,12,24,3
62,13,24,3
63,12,24,3
63,12,24,3
63,12,24,3
63,12,24,3
4,12,24,4
5,13,24,4
5,12,24,4
4,12,24,4
63,12,24,3
62,13,24,3
62,13,24,3
63,13,24,3
62,13,24,3
62,13,24,3
62,13,24,3
62,13,24,3
62,13,24,3
63,12,24,3
5,12,24,4
4,13,24,4
4,13,24,4
4,13,24,4
4,12,24,4
63,12,24,3
4,12,24,4
5,13,24,4
