56,15,24,3
56,15,24,3
55,16,24,3
55,16,24,3
55,16,24,3
56,16,24,3
57,15,24,3
57,15,24,3
56,15,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,16,24,3
57,15,24,3
57,15,24,3
56,16,24,3
56,16,24,3
56,16,24,3
56,16,24,3
56,16,24,3
56,16,24,3
56,16,24,3
56,16,24,3
56,16,24,3
56,16,24,3
56,16,24,3
56,16,24,3
