52,15,24,3
52,15,24,3
53,16,24,3
53,15,24,3
54,14,24,3
54,14,24,3
53,14,24,3
51,14,24,3
50,14,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
50,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
52,16,24,3
