54,13,24,3
54,13,24,3
55,12,24,3
56,12,24,3
56,12,24,3
56,12,24,3
56,12,24,3
58,12,24,3
58,12,24,3
58,12,24,3
58,12,24,3
58,12,24,3
60,12,24,3
61,12,24,3
61,12,24,3
61,12,24,3
61,12,24,3
62,13,24,3
63,13,24,3
63,13,24,3
63,13,24,3
5,13,24,4
5,13,24,4
5,13,24,4
5,13,24,4
4,13,24,4
63,13,24,3
63,12,24,3
4,12,24,4
4,13,24,4
4,13,24,4
63,13,24,3
63,12,24,3
61,13,24,3
61,13,24,3
61,13,24,3
61,13,24,3
61,13,24,3
60,12,24,3
59,13,24,3
59,13,24,3
59,13,24,3
59,13,24,3
59,13,24,3
59,13,24,3
59,13,24,3
59,13,24,3
59,13,24,3
59,13,24,3
59,13,24,3
59,13,24,3
59,13,24,3
60,13,24,3
61,12,24,3
62,12,24,3
62,12,24,3
62,12,24,3
62,13,24,3
62,13,24,3
62,13,24,3
62,13,24,3
62,13,24,3
62,13,24,3
62,13,24,3
63,13,24,3
62,13,24,3
62,13,24,3
62,13,24,3
61,12,24,3
61,12,24,3
61,12,24,3
63,12,24,3
61,13,24,3
60,13,24,3
60,13,24,3
60,12,24,3
60,13,24,3
60,13,24,3
60,13,24,3
60,13,24,3
60,13,24,3
60,13,24,3
60,13,24,3
61,13,24,3
62,13,24,3
62,12,24,3
61,13,24,3
59,13,24,3
62,12,24,3
62,12,24,3
63,13,24,3
63,13,24,3
62,13,24,3
62,13,24,3
62,13,24,3
62,13,24,3
